data_venda,sku_id,regiao,qtd_vendida,qtd_perdida_ruptura,receita_realizada,receita_perdida,canal
2024-05-01,SKU-048,Centro-Oeste,161,3,4082.96,76.08,Supermercado
2024-06-01,SKU-048,Centro-Oeste,150,3,3804.0,76.08,Farmácia
2024-07-01,SKU-048,Centro-Oeste,158,2,4006.88,50.72,Supermercado
2024-08-01,SKU-048,Centro-Oeste,72,12,1825.92,304.32,Atacado
2024-09-01,SKU-048,Centro-Oeste,161,5,4082.96,126.8,Atacado
2024-10-01,SKU-048,Centro-Oeste,200,12,5072.0,304.32,Atacado
2024-11-01,SKU-048,Centro-Oeste,193,16,4894.48,405.76,Atacado
2024-12-01,SKU-048,Centro-Oeste,103,8,2612.08,202.88,Supermercado
2024-01-01,SKU-049,Sul,125,0,3098.75,0.0,Supermercado
2024-02-01,SKU-049,Sul,152,2,3768.08,49.58,Farmácia
2024-03-01,SKU-049,Sul,169,19,4189.51,471.01,Atacado
2024-04-01,SKU-049,Sul,142,13,3520.18,322.27,Atacado
2024-05-01,SKU-049,Sul,118,9,2925.22,223.11,Farmácia
2024-06-01,SKU-049,Sul,72,17,1784.88,421.43,Supermercado
2024-07-01,SKU-049,Sul,118,20,2925.22,495.8,Atacado
2024-08-01,SKU-049,Sul,85,17,2107.15,421.43,Farmácia
2024-09-01,SKU-049,Sul,199,0,4933.21,0.0,Farmácia
2024-10-01,SKU-049,Sul,161,18,3991.19,446.22,Farmácia
2024-11-01,SKU-049,Sul,108,8,2677.32,198.32,Atacado
2024-12-01,SKU-049,Sul,167,18,4139.93,446.22,Supermercado
2024-01-01,SKU-049,Sudeste,94,20,2330.26,495.8,Farmácia
2024-02-01,SKU-049,Sudeste,186,15,4610.94,371.85,Farmácia
2024-03-01,SKU-049,Sudeste,123,20,3049.17,495.8,Atacado
2024-04-01,SKU-049,Sudeste,60,2,1487.4,49.58,Atacado
2024-05-01,SKU-049,Sudeste,100,5,2479.0,123.95,Atacado
2024-06-01,SKU-049,Sudeste,79,12,1958.41,297.48,Farmácia
2024-07-01,SKU-049,Sudeste,84,16,2082.36,396.64,Farmácia
2024-08-01,SKU-049,Sudeste,106,0,2627.74,0.0,Supermercado
2024-09-01,SKU-049,Sudeste,99,7,2454.21,173.53,Farmácia
2024-10-01,SKU-049,Sudeste,85,11,2107.15,272.69,Atacado
2024-11-01,SKU-049,Sudeste,115,2,2850.85,49.58,Farmácia
2024-12-01,SKU-049,Sudeste,122,12,3024.38,297.48,Farmácia
2024-01-01,SKU-049,Centro-Oeste,115,2,2850.85,49.58,Atacado
2024-02-01,SKU-049,Centro-Oeste,61,18,1512.19,446.22,Supermercado
2024-03-01,SKU-049,Centro-Oeste,105,2,2602.95,49.58,Atacado
2024-04-01,SKU-049,Centro-Oeste,184,1,4561.36,24.79,Farmácia
2024-05-01,SKU-049,Centro-Oeste,122,3,3024.38,74.37,Farmácia
2024-06-01,SKU-049,Centro-Oeste,169,15,4189.51,371.85,Atacado
2024-07-01,SKU-049,Centro-Oeste,68,3,1685.72,74.37,Farmácia
2024-08-01,SKU-049,Centro-Oeste,149,19,3693.71,471.01,Farmácia
2024-09-01,SKU-049,Centro-Oeste,122,3,3024.38,74.37,Farmácia
2024-10-01,SKU-049,Centro-Oeste,176,15,4363.04,371.85,Atacado
2024-11-01,SKU-049,Centro-Oeste,141,12,3495.39,297.48,Atacado
2024-12-01,SKU-049,Centro-Oeste,63,0,1561.77,0.0,Atacado
2024-01-01,SKU-050,Sul,61,3,1564.04,76.92,Atacado
2024-02-01,SKU-050,Sul,80,14,2051.2,358.96,Atacado
2024-03-01,SKU-050,Sul,147,6,3769.08,153.84,Supermercado
2024-04-01,SKU-050,Sul,135,9,3461.4,230.76,Farmácia
2024-05-01,SKU-050,Sul,121,8,3102.44,205.12,Atacado
2024-06-01,SKU-050,Sul,190,15,4871.6,384.6,Farmácia
2024-07-01,SKU-050,Sul,155,2,3974.2,51.28,Farmácia
2024-08-01,SKU-050,Sul,132,15,3384.48,384.6,Supermercado
2024-09-01,SKU-050,Sul,171,19,4384.44,487.16,Supermercado
2024-10-01,SKU-050,Sul,89,14,2281.96,358.96,Farmácia
2024-11-01,SKU-050,Sul,74,17,1897.36,435.88,Atacado
2024-12-01,SKU-050,Sul,62,4,1589.68,102.56,Supermercado
2024-01-01,SKU-050,Sudeste,96,17,2461.44,435.88,Supermercado
2024-02-01,SKU-050,Sudeste,68,8,1743.52,205.12,Farmácia
2024-03-01,SKU-050,Sudeste,71,19,1820.44,487.16,Farmácia
2024-04-01,SKU-050,Sudeste,193,0,4948.52,0.0,Farmácia
2024-05-01,SKU-050,Sudeste,111,9,2846.04,230.76,Atacado
2024-06-01,SKU-050,Sudeste,89,5,2281.96,128.2,Atacado
2024-07-01,SKU-050,Sudeste,102,3,2615.28,76.92,Farmácia
2024-08-01,SKU-050,Sudeste,63,0,1615.32,0.0,Supermercado
2024-09-01,SKU-050,Sudeste,114,5,2922.96,128.2,Supermercado
2024-10-01,SKU-050,Sudeste,79,17,2025.56,435.88,Supermercado
2024-11-01,SKU-050,Sudeste,95,11,2435.8,282.04,Farmácia
2024-12-01,SKU-050,Sudeste,175,12,4487.0,307.68,Farmácia
2024-01-01,SKU-050,Centro-Oeste,152,4,3897.28,102.56,Farmácia
2024-02-01,SKU-050,Centro-Oeste,70,5,1794.8,128.2,Atacado
2024-03-01,SKU-050,Centro-Oeste,116,3,2974.24,76.92,Farmácia
2024-04-01,SKU-050,Centro-Oeste,171,14,4384.44,358.96,Farmácia
2024-05-01,SKU-050,Centro-Oeste,148,9,3794.72,230.76,Atacado
2024-06-01,SKU-050,Centro-Oeste,195,6,4999.8,153.84,Farmácia
2024-07-01,SKU-050,Centro-Oeste,158,15,4051.12,384.6,Farmácia
2024-08-01,SKU-050,Centro-Oeste,66,3,1692.24,76.92,Atacado
2024-09-01,SKU-050,Centro-Oeste,81,12,2076.84,307.68,Atacado
2024-10-01,SKU-050,Centro-Oeste,189,3,4845.96,76.92,Supermercado
2024-11-01,SKU-050,Centro-Oeste,170,14,4358.8,358.96,Farmácia
2024-12-01,SKU-050,Centro-Oeste,197,13,5051.08,333.32,Atacado
2024-01-01,SKU-051,Sul,13,0,152.62,0.0,Atacado
2024-02-01,SKU-051,Sul,5,0,58.7,0.0,Atacado
2024-03-01,SKU-051,Sul,25,0,293.5,0.0,Farmácia
2024-04-01,SKU-051,Sul,26,0,305.24,0.0,Farmácia
2024-05-01,SKU-051,Sul,37,0,434.38,0.0,Farmácia
2024-06-01,SKU-051,Sul,21,0,246.54,0.0,Supermercado
2024-07-01,SKU-051,Sul,32,0,375.68,0.0,Farmácia
2024-08-01,SKU-051,Sul,19,0,223.06,0.0,Supermercado
2024-09-01,SKU-051,Sul,15,0,176.1,0.0,Farmácia
2024-10-01,SKU-051,Sul,7,0,82.18,0.0,Farmácia
2024-11-01,SKU-051,Sul,24,0,281.76,0.0,Atacado
2024-12-01,SKU-051,Sul,35,0,410.9,0.0,Farmácia
2024-01-01,SKU-051,Sudeste,26,0,305.24,0.0,Atacado
2024-02-01,SKU-051,Sudeste,6,0,70.44,0.0,Farmácia
2024-03-01,SKU-051,Sudeste,5,0,58.7,0.0,Supermercado
2024-04-01,SKU-051,Sudeste,17,0,199.58,0.0,Supermercado
2024-05-01,SKU-051,Sudeste,38,0,446.12,0.0,Farmácia
2024-06-01,SKU-051,Sudeste,9,0,105.66,0.0,Supermercado
2024-07-01,SKU-051,Sudeste,26,0,305.24,0.0,Farmácia
2024-08-01,SKU-051,Sudeste,33,0,387.42,0.0,Farmácia
2024-09-01,SKU-051,Sudeste,25,0,293.5,0.0,Supermercado
2024-10-01,SKU-051,Sudeste,38,0,446.12,0.0,Farmácia
2024-11-01,SKU-051,Sudeste,37,0,434.38,0.0,Supermercado
2024-12-01,SKU-051,Sudeste,15,0,176.1,0.0,Supermercado
2024-01-01,SKU-051,Centro-Oeste,23,0,270.02,0.0,Atacado
2024-02-01,SKU-051,Centro-Oeste,36,0,422.64,0.0,Supermercado
2024-03-01,SKU-051,Centro-Oeste,8,0,93.92,0.0,Supermercado
2024-04-01,SKU-051,Centro-Oeste,36,0,422.64,0.0,Farmácia
2024-05-01,SKU-051,Centro-Oeste,21,0,246.54,0.0,Atacado
2024-06-01,SKU-051,Centro-Oeste,33,0,387.42,0.0,Supermercado
2024-07-01,SKU-051,Centro-Oeste,36,0,422.64,0.0,Atacado
2024-08-01,SKU-051,Centro-Oeste,5,0,58.7,0.0,Farmácia
2024-09-01,SKU-051,Centro-Oeste,19,0,223.06,0.0,Atacado
2024-10-01,SKU-051,Centro-Oeste,33,0,387.42,0.0,Farmácia
2024-11-01,SKU-051,Centro-Oeste,22,0,258.28,0.0,Supermercado
2024-12-01,SKU-051,Centro-Oeste,23,0,270.02,0.0,Atacado
2024-01-01,SKU-052,Sul,26,0,96.98,0.0,Farmácia
2024-02-01,SKU-052,Sul,19,0,70.87,0.0,Atacado
2024-03-01,SKU-052,Sul,25,0,93.25,0.0,Supermercado
2024-04-01,SKU-052,Sul,5,0,18.65,0.0,Atacado
2024-05-01,SKU-052,Sul,36,0,134.28,0.0,Farmácia
2024-06-01,SKU-052,Sul,33,0,123.09,0.0,Farmácia
2024-07-01,SKU-052,Sul,34,0,126.82,0.0,Farmácia
2024-08-01,SKU-052,Sul,33,0,123.09,0.0,Atacado
2024-09-01,SKU-052,Sul,13,0,48.49,0.0,Farmácia
2024-10-01,SKU-052,Sul,16,0,59.68,0.0,Atacado
2024-11-01,SKU-052,Sul,6,0,22.38,0.0,Atacado
2024-12-01,SKU-052,Sul,40,0,149.2,0.0,Farmácia
2024-01-01,SKU-052,Sudeste,13,0,48.49,0.0,Farmácia
2024-02-01,SKU-052,Sudeste,28,0,104.44,0.0,Farmácia
2024-03-01,SKU-052,Sudeste,10,0,37.3,0.0,Farmácia
2024-04-01,SKU-052,Sudeste,9,0,33.57,0.0,Farmácia
2024-05-01,SKU-052,Sudeste,21,0,78.33,0.0,Farmácia
2024-06-01,SKU-052,Sudeste,32,0,119.36,0.0,Farmácia
2024-07-01,SKU-052,Sudeste,29,0,108.17,0.0,Farmácia
2024-08-01,SKU-052,Sudeste,6,0,22.38,0.0,Atacado
2024-09-01,SKU-052,Sudeste,7,0,26.11,0.0,Farmácia
2024-10-01,SKU-052,Sudeste,6,0,22.38,0.0,Supermercado
2024-11-01,SKU-052,Sudeste,24,0,89.52,0.0,Farmácia
2024-12-01,SKU-052,Sudeste,30,0,111.9,0.0,Farmácia
2024-01-01,SKU-052,Centro-Oeste,9,0,33.57,0.0,Supermercado
2024-02-01,SKU-052,Centro-Oeste,35,0,130.55,0.0,Farmácia
2024-03-01,SKU-052,Centro-Oeste,22,0,82.06,0.0,Atacado
2024-04-01,SKU-052,Centro-Oeste,9,0,33.57,0.0,Supermercado
2024-05-01,SKU-052,Centro-Oeste,10,0,37.3,0.0,Atacado
2024-06-01,SKU-052,Centro-Oeste,8,0,29.84,0.0,Supermercado
2024-07-01,SKU-052,Centro-Oeste,30,0,111.9,0.0,Atacado
2024-08-01,SKU-052,Centro-Oeste,39,0,145.47,0.0,Supermercado
2024-09-01,SKU-052,Centro-Oeste,33,0,123.09,0.0,Supermercado
2024-10-01,SKU-052,Centro-Oeste,32,0,119.36,0.0,Atacado
2024-11-01,SKU-052,Centro-Oeste,40,0,149.2,0.0,Atacado
2024-12-01,SKU-052,Centro-Oeste,17,0,63.41,0.0,Supermercado
2024-01-01,SKU-053,Sul,10,0,176.0,0.0,Atacado
2024-02-01,SKU-053,Sul,21,0,369.6,0.0,Farmácia
2024-03-01,SKU-053,Sul,33,0,580.8,0.0,Farmácia
2024-04-01,SKU-053,Sul,6,0,105.6,0.0,Atacado
2024-05-01,SKU-053,Sul,24,0,422.4,0.0,Supermercado
2024-06-01,SKU-053,Sul,10,0,176.0,0.0,Atacado
2024-07-01,SKU-053,Sul,39,0,686.4,0.0,Farmácia
2024-08-01,SKU-053,Sul,38,0,668.8,0.0,Atacado
2024-09-01,SKU-053,Sul,8,0,140.8,0.0,Farmácia
2024-10-01,SKU-053,Sul,11,0,193.6,0.0,Farmácia
2024-11-01,SKU-053,Sul,26,0,457.6,0.0,Supermercado
2024-12-01,SKU-053,Sul,31,0,545.6,0.0,Atacado
2024-01-01,SKU-053,Sudeste,30,0,528.0,0.0,Supermercado
2024-02-01,SKU-053,Sudeste,33,0,580.8,0.0,Supermercado
2024-03-01,SKU-053,Sudeste,9,0,158.4,0.0,Supermercado
2024-04-01,SKU-053,Sudeste,26,0,457.6,0.0,Atacado
2024-05-01,SKU-053,Sudeste,22,0,387.2,0.0,Farmácia
2024-06-01,SKU-053,Sudeste,30,0,528.0,0.0,Atacado
2024-07-01,SKU-053,Sudeste,6,0,105.6,0.0,Atacado
2024-08-01,SKU-053,Sudeste,35,0,616.0,0.0,Farmácia
2024-09-01,SKU-053,Sudeste,14,0,246.4,0.0,Farmácia
2024-10-01,SKU-053,Sudeste,33,0,580.8,0.0,Farmácia
2024-11-01,SKU-053,Sudeste,24,0,422.4,0.0,Supermercado
2024-12-01,SKU-053,Sudeste,9,0,158.4,0.0,Supermercado
2024-01-01,SKU-053,Centro-Oeste,34,0,598.4,0.0,Supermercado
2024-02-01,SKU-053,Centro-Oeste,13,0,228.8,0.0,Farmácia
2024-03-01,SKU-053,Centro-Oeste,18,0,316.8,0.0,Farmácia
2024-04-01,SKU-053,Centro-Oeste,5,0,88.0,0.0,Atacado
2024-05-01,SKU-053,Centro-Oeste,27,0,475.2,0.0,Supermercado
2024-06-01,SKU-053,Centro-Oeste,24,0,422.4,0.0,Farmácia
2024-07-01,SKU-053,Centro-Oeste,37,0,651.2,0.0,Supermercado
2024-08-01,SKU-053,Centro-Oeste,33,0,580.8,0.0,Farmácia
2024-09-01,SKU-053,Centro-Oeste,13,0,228.8,0.0,Supermercado
2024-10-01,SKU-053,Centro-Oeste,17,0,299.2,0.0,Supermercado
2024-11-01,SKU-053,Centro-Oeste,14,0,246.4,0.0,Atacado
2024-12-01,SKU-053,Centro-Oeste,27,0,475.2,0.0,Farmácia
2024-01-01,SKU-054,Sul,16,0,238.24,0.0,Atacado
2024-02-01,SKU-054,Sul,22,0,327.58,0.0,Atacado
2024-03-01,SKU-054,Sul,40,0,595.6,0.0,Atacado
2024-04-01,SKU-054,Sul,20,0,297.8,0.0,Supermercado
2024-05-01,SKU-054,Sul,37,0,550.93,0.0,Supermercado
2024-06-01,SKU-054,Sul,16,0,238.24,0.0,Supermercado
2024-07-01,SKU-054,Sul,15,0,223.35,0.0,Supermercado
2024-08-01,SKU-054,Sul,17,0,253.13,0.0,Atacado
2024-09-01,SKU-054,Sul,26,0,387.14,0.0,Farmácia
2024-10-01,SKU-054,Sul,35,0,521.15,0.0,Atacado
2024-11-01,SKU-054,Sul,6,0,89.34,0.0,Atacado
2024-12-01,SKU-054,Sul,21,0,312.69,0.0,Farmácia
2024-01-01,SKU-054,Sudeste,20,0,297.8,0.0,Farmácia
2024-02-01,SKU-054,Sudeste,37,0,550.93,0.0,Atacado
2024-03-01,SKU-054,Sudeste,32,0,476.48,0.0,Supermercado
2024-04-01,SKU-054,Sudeste,38,0,565.82,0.0,Farmácia
2024-05-01,SKU-054,Sudeste,29,0,431.81,0.0,Supermercado
2024-06-01,SKU-054,Sudeste,39,0,580.71,0.0,Supermercado
2024-07-01,SKU-054,Sudeste,22,0,327.58,0.0,Supermercado
2024-08-01,SKU-054,Sudeste,34,0,506.26,0.0,Farmácia
2024-09-01,SKU-054,Sudeste,40,0,595.6,0.0,Farmácia
2024-10-01,SKU-054,Sudeste,25,0,372.25,0.0,Farmácia
2024-11-01,SKU-054,Sudeste,30,0,446.7,0.0,Atacado
2024-12-01,SKU-054,Sudeste,27,0,402.03,0.0,Atacado
2024-01-01,SKU-054,Centro-Oeste,20,0,297.8,0.0,Farmácia
2024-02-01,SKU-054,Centro-Oeste,9,0,134.01,0.0,Atacado
2024-03-01,SKU-054,Centro-Oeste,40,0,595.6,0.0,Atacado
2024-04-01,SKU-054,Centro-Oeste,34,0,506.26,0.0,Supermercado
2024-05-01,SKU-054,Centro-Oeste,15,0,223.35,0.0,Supermercado
2024-06-01,SKU-054,Centro-Oeste,35,0,521.15,0.0,Farmácia
2024-07-01,SKU-054,Centro-Oeste,26,0,387.14,0.0,Farmácia
2024-08-01,SKU-054,Centro-Oeste,20,0,297.8,0.0,Farmácia
2024-09-01,SKU-054,Centro-Oeste,5,0,74.45,0.0,Supermercado
2024-10-01,SKU-054,Centro-Oeste,15,0,223.35,0.0,Supermercado
2024-11-01,SKU-054,Centro-Oeste,11,0,163.79,0.0,Farmácia
2024-12-01,SKU-054,Centro-Oeste,32,0,476.48,0.0,Supermercado
2024-01-01,SKU-055,Sul,20,0,347.4,0.0,Farmácia
2024-02-01,SKU-055,Sul,8,0,138.96,0.0,Supermercado
2024-03-01,SKU-055,Sul,21,0,364.77,0.0,Farmácia
2024-04-01,SKU-055,Sul,13,0,225.81,0.0,Atacado
2024-05-01,SKU-055,Sul,28,0,486.36,0.0,Farmácia
2024-06-01,SKU-055,Sul,17,0,295.29,0.0,Supermercado
2024-07-01,SKU-055,Sul,26,0,451.62,0.0,Supermercado
2024-08-01,SKU-055,Sul,31,0,538.47,0.0,Farmácia
2024-09-01,SKU-055,Sul,30,0,521.1,0.0,Farmácia
2024-10-01,SKU-055,Sul,38,0,660.06,0.0,Farmácia
2024-11-01,SKU-055,Sul,31,0,538.47,0.0,Atacado
2024-12-01,SKU-055,Sul,18,0,312.66,0.0,Farmácia
2024-01-01,SKU-055,Sudeste,28,0,486.36,0.0,Farmácia
2024-02-01,SKU-055,Sudeste,7,0,121.59,0.0,Supermercado
2024-03-01,SKU-055,Sudeste,22,0,382.14,0.0,Supermercado
2024-04-01,SKU-055,Sudeste,28,0,486.36,0.0,Supermercado
2024-05-01,SKU-055,Sudeste,12,0,208.44,0.0,Supermercado
2024-06-01,SKU-055,Sudeste,24,0,416.88,0.0,Atacado
2024-07-01,SKU-055,Sudeste,22,0,382.14,0.0,Farmácia
2024-08-01,SKU-055,Sudeste,14,0,243.18,0.0,Supermercado
2024-09-01,SKU-055,Sudeste,9,0,156.33,0.0,Farmácia
2024-10-01,SKU-055,Sudeste,34,0,590.58,0.0,Farmácia
2024-11-01,SKU-055,Sudeste,21,0,364.77,0.0,Supermercado
2024-12-01,SKU-055,Sudeste,21,0,364.77,0.0,Atacado
2024-01-01,SKU-055,Centro-Oeste,26,0,451.62,0.0,Supermercado
2024-02-01,SKU-055,Centro-Oeste,23,0,399.51,0.0,Supermercado
2024-03-01,SKU-055,Centro-Oeste,10,0,173.7,0.0,Farmácia
2024-04-01,SKU-055,Centro-Oeste,40,0,694.8,0.0,Atacado
2024-05-01,SKU-055,Centro-Oeste,24,0,416.88,0.0,Atacado
2024-06-01,SKU-055,Centro-Oeste,24,0,416.88,0.0,Farmácia
2024-07-01,SKU-055,Centro-Oeste,20,0,347.4,0.0,Supermercado
2024-08-01,SKU-055,Centro-Oeste,12,0,208.44,0.0,Atacado
2024-09-01,SKU-055,Centro-Oeste,9,0,156.33,0.0,Supermercado
2024-10-01,SKU-055,Centro-Oeste,12,0,208.44,0.0,Farmácia
2024-11-01,SKU-055,Centro-Oeste,31,0,538.47,0.0,Farmácia
2024-12-01,SKU-055,Centro-Oeste,36,0,625.32,0.0,Supermercado
2024-01-01,SKU-056,Sul,16,0,232.32,0.0,Atacado
2024-02-01,SKU-056,Sul,29,0,421.08,0.0,Supermercado
2024-03-01,SKU-056,Sul,16,0,232.32,0.0,Supermercado
2024-04-01,SKU-056,Sul,37,0,537.24,0.0,Atacado
2024-05-01,SKU-056,Sul,16,0,232.32,0.0,Supermercado
2024-06-01,SKU-056,Sul,33,0,479.16,0.0,Supermercado
2024-07-01,SKU-056,Sul,18,0,261.36,0.0,Atacado
2024-08-01,SKU-056,Sul,18,0,261.36,0.0,Supermercado
2024-09-01,SKU-056,Sul,38,0,551.76,0.0,Atacado
2024-10-01,SKU-056,Sul,28,0,406.56,0.0,Supermercado
2024-11-01,SKU-056,Sul,12,0,174.24,0.0,Atacado
2024-12-01,SKU-056,Sul,20,0,290.4,0.0,Supermercado
2024-01-01,SKU-056,Sudeste,8,0,116.16,0.0,Farmácia
2024-02-01,SKU-056,Sudeste,25,0,363.0,0.0,Supermercado
2024-03-01,SKU-056,Sudeste,21,0,304.92,0.0,Farmácia
2024-04-01,SKU-056,Sudeste,9,0,130.68,0.0,Supermercado
2024-05-01,SKU-056,Sudeste,19,0,275.88,0.0,Atacado
2024-06-01,SKU-056,Sudeste,35,0,508.2,0.0,Supermercado
2024-07-01,SKU-056,Sudeste,16,0,232.32,0.0,Atacado
2024-08-01,SKU-056,Sudeste,20,0,290.4,0.0,Atacado
2024-09-01,SKU-056,Sudeste,26,0,377.52,0.0,Farmácia
2024-10-01,SKU-056,Sudeste,40,0,580.8,0.0,Supermercado
2024-11-01,SKU-056,Sudeste,21,0,304.92,0.0,Farmácia
2024-12-01,SKU-056,Sudeste,17,0,246.84,0.0,Supermercado
2024-01-01,SKU-056,Centro-Oeste,6,0,87.12,0.0,Farmácia
2024-02-01,SKU-056,Centro-Oeste,37,0,537.24,0.0,Atacado
2024-03-01,SKU-056,Centro-Oeste,13,0,188.76,0.0,Farmácia
2024-04-01,SKU-056,Centro-Oeste,30,0,435.6,0.0,Supermercado
2024-05-01,SKU-056,Centro-Oeste,20,0,290.4,0.0,Supermercado
2024-06-01,SKU-056,Centro-Oeste,35,0,508.2,0.0,Atacado
2024-07-01,SKU-056,Centro-Oeste,29,0,421.08,0.0,Atacado
2024-08-01,SKU-056,Centro-Oeste,24,0,348.48,0.0,Farmácia
2024-09-01,SKU-056,Centro-Oeste,8,0,116.16,0.0,Farmácia
2024-10-01,SKU-056,Centro-Oeste,9,0,130.68,0.0,Atacado
2024-11-01,SKU-056,Centro-Oeste,31,0,450.12,0.0,Supermercado
2024-12-01,SKU-056,Centro-Oeste,32,0,464.64,0.0,Farmácia
2024-01-01,SKU-057,Sul,29,0,187.34,0.0,Supermercado
2024-02-01,SKU-057,Sul,6,0,38.76,0.0,Farmácia
2024-03-01,SKU-057,Sul,31,0,200.26,0.0,Supermercado
2024-04-01,SKU-057,Sul,33,0,213.18,0.0,Farmácia
2024-05-01,SKU-057,Sul,11,0,71.06,0.0,Supermercado
2024-06-01,SKU-057,Sul,9,0,58.14,0.0,Farmácia
2024-07-01,SKU-057,Sul,36,0,232.56,0.0,Atacado
2024-08-01,SKU-057,Sul,7,0,45.22,0.0,Atacado
2024-09-01,SKU-057,Sul,26,0,167.96,0.0,Supermercado
2024-10-01,SKU-057,Sul,32,0,206.72,0.0,Farmácia
2024-11-01,SKU-057,Sul,22,0,142.12,0.0,Farmácia
2024-12-01,SKU-057,Sul,10,0,64.6,0.0,Supermercado
2024-01-01,SKU-057,Sudeste,5,0,32.3,0.0,Supermercado
2024-02-01,SKU-057,Sudeste,11,0,71.06,0.0,Farmácia
2024-03-01,SKU-057,Sudeste,25,0,161.5,0.0,Farmácia
2024-04-01,SKU-057,Sudeste,13,0,83.98,0.0,Farmácia
2024-05-01,SKU-057,Sudeste,17,0,109.82,0.0,Atacado
2024-06-01,SKU-057,Sudeste,31,0,200.26,0.0,Farmácia
2024-07-01,SKU-057,Sudeste,5,0,32.3,0.0,Farmácia
2024-08-01,SKU-057,Sudeste,8,0,51.68,0.0,Supermercado
2024-09-01,SKU-057,Sudeste,35,0,226.1,0.0,Farmácia
2024-10-01,SKU-057,Sudeste,40,0,258.4,0.0,Farmácia
2024-11-01,SKU-057,Sudeste,39,0,251.94,0.0,Atacado
2024-12-01,SKU-057,Sudeste,37,0,239.02,0.0,Supermercado
2024-01-01,SKU-057,Centro-Oeste,13,0,83.98,0.0,Farmácia
2024-02-01,SKU-057,Centro-Oeste,16,0,103.36,0.0,Farmácia
2024-03-01,SKU-057,Centro-Oeste,40,0,258.4,0.0,Farmácia
2024-04-01,SKU-057,Centro-Oeste,10,0,64.6,0.0,Supermercado
2024-05-01,SKU-057,Centro-Oeste,40,0,258.4,0.0,Supermercado
2024-06-01,SKU-057,Centro-Oeste,14,0,90.44,0.0,Supermercado
2024-07-01,SKU-057,Centro-Oeste,7,0,45.22,0.0,Supermercado
2024-08-01,SKU-057,Centro-Oeste,30,0,193.8,0.0,Supermercado
2024-09-01,SKU-057,Centro-Oeste,33,0,213.18,0.0,Supermercado
2024-10-01,SKU-057,Centro-Oeste,21,0,135.66,0.0,Atacado
2024-11-01,SKU-057,Centro-Oeste,7,0,45.22,0.0,Farmácia
2024-12-01,SKU-057,Centro-Oeste,9,0,58.14,0.0,Farmácia
2024-01-01,SKU-058,Sul,10,0,200.2,0.0,Supermercado
2024-02-01,SKU-058,Sul,22,0,440.44,0.0,Supermercado
2024-03-01,SKU-058,Sul,21,0,420.42,0.0,Farmácia
2024-04-01,SKU-058,Sul,5,0,100.1,0.0,Supermercado
2024-05-01,SKU-058,Sul,35,0,700.7,0.0,Atacado
2024-06-01,SKU-058,Sul,36,0,720.72,0.0,Farmácia
2024-07-01,SKU-058,Sul,20,0,400.4,0.0,Farmácia
2024-08-01,SKU-058,Sul,39,0,780.78,0.0,Atacado
2024-09-01,SKU-058,Sul,9,0,180.18,0.0,Supermercado
2024-10-01,SKU-058,Sul,27,0,540.54,0.0,Atacado
2024-11-01,SKU-058,Sul,28,0,560.56,0.0,Atacado
2024-12-01,SKU-058,Sul,38,0,760.76,0.0,Farmácia
2024-01-01,SKU-058,Sudeste,25,0,500.5,0.0,Atacado
2024-02-01,SKU-058,Sudeste,22,0,440.44,0.0,Atacado
2024-03-01,SKU-058,Sudeste,25,0,500.5,0.0,Supermercado
2024-04-01,SKU-058,Sudeste,35,0,700.7,0.0,Atacado
2024-05-01,SKU-058,Sudeste,32,0,640.64,0.0,Atacado
2024-06-01,SKU-058,Sudeste,36,0,720.72,0.0,Farmácia
2024-07-01,SKU-058,Sudeste,37,0,740.74,0.0,Atacado
2024-08-01,SKU-058,Sudeste,19,0,380.38,0.0,Farmácia
2024-09-01,SKU-058,Sudeste,26,0,520.52,0.0,Farmácia
2024-10-01,SKU-058,Sudeste,36,0,720.72,0.0,Supermercado
2024-11-01,SKU-058,Sudeste,35,0,700.7,0.0,Supermercado
2024-12-01,SKU-058,Sudeste,39,0,780.78,0.0,Atacado
2024-01-01,SKU-058,Centro-Oeste,29,0,580.58,0.0,Farmácia
2024-02-01,SKU-058,Centro-Oeste,32,0,640.64,0.0,Supermercado
2024-03-01,SKU-058,Centro-Oeste,35,0,700.7,0.0,Farmácia
2024-04-01,SKU-058,Centro-Oeste,11,0,220.22,0.0,Supermercado
2024-05-01,SKU-058,Centro-Oeste,28,0,560.56,0.0,Farmácia
2024-06-01,SKU-058,Centro-Oeste,18,0,360.36,0.0,Atacado
2024-07-01,SKU-058,Centro-Oeste,22,0,440.44,0.0,Atacado
2024-08-01,SKU-058,Centro-Oeste,39,0,780.78,0.0,Atacado
2024-09-01,SKU-058,Centro-Oeste,25,0,500.5,0.0,Farmácia
2024-10-01,SKU-058,Centro-Oeste,22,0,440.44,0.0,Farmácia
2024-11-01,SKU-058,Centro-Oeste,8,0,160.16,0.0,Farmácia
2024-12-01,SKU-058,Centro-Oeste,26,0,520.52,0.0,Farmácia
2024-01-01,SKU-059,Sul,6,0,20.04,0.0,Supermercado
2024-02-01,SKU-059,Sul,38,0,126.92,0.0,Farmácia
2024-03-01,SKU-059,Sul,40,0,133.6,0.0,Supermercado
2024-04-01,SKU-059,Sul,31,0,103.54,0.0,Atacado
2024-05-01,SKU-059,Sul,29,0,96.86,0.0,Atacado
2024-06-01,SKU-059,Sul,5,0,16.7,0.0,Supermercado
